"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation","gene_name.x","ENTREZID","gene_locus","ALL_1_1","ALL_1_2","ALL_1_3","ALL_1_4","ALL_2_1","ALL_2_2","ALL_2_3","ALL_2_4"
"2354","ENSG00000137575",19.9796978746199,-1.20593804666206,0.744741355549265,-1.61927095585104,0.105388976953073,0.999606199905259,"down","SDCBP","6386","8:58552924-58582859",26.577133,18.299105,58.759853,5.904737,18.402529,16.280825,7.851662,5.749275
"2355","ENSG00000137642",38.5051896282992,0.85277729451427,0.721551097397023,1.18186681108329,0.237258552771097,0.999606199905259,"up","SORL1","6653","11:121452314-121633763",14.798129,11.900991,12.422422,85.170372,21.391487,76.144638,36.48317,54.985394
"2356","ENSG00000137710",11.3537009452192,-0.57498187205809,0.585353687615527,-0.98228111349279,0.325961376357365,0.999606199905259,"down","RDX","5962","11:109864295-110296712",12.426397,7.696066,22.372967,13.99822,8.22552,12.472311,5.400945,10.113998
"2357","ENSG00000137770",29.275845019572,0.035394933109837,0.460288353052981,0.0768973033427219,0.938705242817605,0.999606199905259,"up","CTDSPL2","51496","15:44427622-44529038",34.186256,26.226896,38.897747,21.391272,49.943775,25.516373,17.217016,24.003481
"2358","ENSG00000137776",46.6250899027543,-0.0193524117981144,0.32276486142282,-0.0599582361995808,0.952188897498113,0.999606199905259,"down","SLTM","79811","15:58879050-58933679",40.550293,52.832672,58.157097,45.633022,43.881924,45.780327,42.413036,43.528679
"2359","ENSG00000137802",32.7136725793666,1.2084713914186,0.928658758742437,1.30130834393365,0.19315293231256,0.999606199905259,"up","MAPKBP1","23005","15:41774434-41827855",10.917611,29.25333,11.736178,36.182991,4.044143,6.700019,94.806015,48.881981
"2360","ENSG00000137804",17.1688728965997,-0.731197524688428,0.713859484929001,-1.02428774867529,0.305699382867369,0.999606199905259,"down","NUSAP1","51203","15:41320794-41381050",18.519314,30.081982,15.635532,28.561457,31.948076,14.8877,5.834426,0.60772
"2361","ENSG00000137817",19.5642973029249,0.0836221117310101,0.462222491970539,0.180913116915868,0.856435772931538,0.999606199905259,"up","PARP6","56965","15:72241181-72272999",16.933321,15.383317,19.130808,30.165878,15.465131,17.094894,24.819914,17.581371
"2362","ENSG00000137818",141.39670455893,-0.143459759058603,0.41114860394907,-0.348924349202884,0.727146104625477,0.999606199905259,"down","RPLP1","6176","15:69452814-69456205",150.155334,163.950912,199.24382,104.775047,178.110672,196.017319,89.80127,70.874992
"2363","ENSG00000137841",12.7343437249759,0.760518010701747,0.775903147379723,0.980171318121427,0.327001559877809,0.999606199905259,"up","PLCB2","5330","15:40278176-40307935",5.157147,7.324733,1.980577,28.711399,12.356738,9.856622,23.164555,14.229169
"2364","ENSG00000137842",10.2187519116318,-0.495283957865027,0.53567313561725,-0.924601076539552,0.355173452864671,0.999606199905259,"down","TMEM62","80021","15:43123279-43185144",15.092837,15.137419,8.722751,11.977533,7.437287,6.505583,5.83417,11.59388
"2365","ENSG00000137845",50.5995505845482,-0.667044068927207,0.649493656412868,-1.02702168426289,0.30441025354952,0.999606199905259,"down","ADAM10","102","15:58588809-58749791",34.439072,168.049103,36.288284,40.344902,45.834137,49.560333,10.21041,48.039749
"2366","ENSG00000137871",20.6641607503985,-0.160312255020247,0.48789583512574,-0.328578855318433,0.742474032439335,0.999606199905259,"down","ZNF280D","54816","15:56630181-56734086",20.588583,32.231659,11.513227,31.37933,16.672331,27.591627,8.251943,22.513149
"2367","ENSG00000137876",26.7735078717147,-0.57616881721214,0.678642186592054,-0.849002358821066,0.395879979732609,0.999606199905259,"down","RSL24D1","51187","15:55162539-55197049",19.424946,30.434837,69.997978,8.925156,19.411373,31.265261,18.077566,15.484149
"2368","ENSG00000137947",17.8151695869496,0.0187659006794257,0.559201271920881,0.0335584012800329,0.973229294538755,0.999606199905259,"up","GTF2B","2959","1:88852633-88891944",20.564562,14.702451,28.129545,8.027226,17.593565,15.736588,12.27918,21.788496
"2369","ENSG00000137955",59.1635467191783,-0.406660970176916,0.589189443776183,-0.69020410068887,0.490065844951315,0.999606199905259,"down","RABGGTB","5876","1:75786197-75795086",39.010284,55.731068,141.99118,34.306396,61.869389,54.572384,25.710749,55.406952
"2370","ENSG00000137959",21.53816618608,6.50704797135158,1.54091690876804,4.22284156551566,2.41241405913664e-05,0.0227345900933037,"up","IFI44L","10964","1:78619922-78646145",0.130632,1.106547,0.760114,0.20513,52.82999,111.861832,13.572668,0.054339
"2371","ENSG00000137965",31.6038207327402,2.62327812893097,0.667629580107932,3.92924191361756,8.52140798719003e-05,0.0501910930445493,"up","IFI44","10561","1:78649796-78664078",0.929699,12.636411,12.773996,11.265206,60.090672,100.797539,35.517681,20.869944
"2372","ENSG00000138029",29.1531088365304,0.125034802104778,0.506775149497962,0.246726387883551,0.805119983192524,0.999606199905259,"up","HADHB","3032","2:26243170-26290465",35.23431,40.669689,17.50771,27.38254,56.030827,39.448151,10.636116,18.117363
"2373","ENSG00000138031",11.0595180236499,0.644499086805503,0.642221188469372,1.00354690623266,0.315597057038001,0.999606199905259,"up","ADCY3","109","2:24819169-24920198",4.919008,4.704994,5.563082,22.047497,13.385587,9.802041,11.088093,16.557627
"2374","ENSG00000138032",20.1431812279575,0.0446790919752499,0.447496631966077,0.0998422977597671,0.920469527044656,0.999606199905259,"up","PPM1B","5495","2:44167969-44244384",12.089444,19.574877,26.877888,24.78944,19.731033,20.076088,13.845171,23.859243
"2375","ENSG00000138050",15.6411022850449,-0.297580961446597,0.482526707505485,-0.616713970061883,0.537423405042603,0.999606199905259,"down","THUMPD2","80745","2:39736060-39779267",17.518948,15.379831,22.174202,17.497105,11.617751,13.389343,8.59059,19.013987
"2376","ENSG00000138071",32.5049283585881,0.140208840227296,0.575924074356759,0.243450215870717,0.807656647011826,0.999606199905259,"up","ACTR2","10097","2:65227753-65271253",38.653442,49.419415,20.105537,25.758196,57.379723,54.986095,7.877363,20.051903
"2377","ENSG00000138081",32.4793600304718,-0.365041834630375,0.398808737191262,-0.915330584784321,0.360018107492243,0.999606199905259,"down","FBXO11","80204","2:47695725-47905793",36.166897,38.140408,47.414692,32.155113,21.8899,33.579834,19.658493,32.442966
"2378","ENSG00000138085",22.8222634518442,0.144888833130062,0.50080417478934,0.289312350862508,0.772342361647597,0.999606199905259,"up","ATRAID","51374","2:27212027-27217178",25.912663,31.767248,18.109756,16.772263,35.261799,27.486872,6.519316,25.892467
"2379","ENSG00000138095",38.1478207230743,-0.287201203544417,0.433277038810383,-0.662858120367894,0.507421425921973,0.999606199905259,"down","LRPPRC","10128","2:43886224-43995989",40.150314,59.813419,45.169758,33.749477,50.736324,50.42897,16.079182,20.552885
"2380","ENSG00000138107",16.9666531993087,-0.457185514999282,0.411960504492381,-1.10977996680198,0.267093853961188,0.999606199905259,"down","ACTR1A","10121","10:102461881-102502712",22.321651,26.358547,17.169943,19.263382,18.156015,11.919781,13.142405,11.882815
"2381","ENSG00000138138",11.4468858058709,0.0609161534220603,0.550722395781691,0.110611360439766,0.911924538443123,0.999606199905259,"up","ATAD1","84896","10:87751512-87841343",10.111298,13.396367,8.792911,16.672451,15.489434,20.10689,4.098787,7.675133
"2382","ENSG00000138166",9.83772396232937,2.24020521972876,1.18479730075016,1.89079196779935,0.0586521198225228,0.999606199905259,"up","DUSP5","1847","10:110497907-110511533",1.813954,0.414713,10.747719,0.342728,4.747156,27.679195,19.759752,7.590142
"2383","ENSG00000138190",10.4125228845222,0.316906149319022,0.564003709008767,0.561886640561252,0.57419325638207,0.999606199905259,"up","EXOC6","54536","10:92834713-93059493",10.251391,14.010761,4.337104,12.660015,12.880075,18.72961,6.25161,7.748663
"2384","ENSG00000138246",13.9179847693873,0.366449134496085,0.591236606604558,0.619801159810763,0.535388705008894,0.999606199905259,"up","DNAJC13","23317","3:132417502-132539032",8.451272,20.988165,3.780841,22.082546,26.465824,17.594719,8.51781,9.674993
"2385","ENSG00000138279",38.2643683360306,0.00854414267558931,0.521587288441252,0.0163810408438504,0.986930404936012,0.999606199905259,"up","ANXA7","310","10:73375101-73414076",38.955849,36.508907,57.518341,22.672892,45.526951,44.736187,12.56359,46.106049
"2386","ENSG00000138303",14.8132201798958,0.676119088026721,0.539529258759539,1.2531648229444,0.210145729003307,0.999606199905259,"up","ASCC1","51008","10:72096032-72217134",6.232379,16.624805,9.219939,18.218094,17.029697,13.750171,10.617097,26.533192
"2387","ENSG00000138326",1087.42054294288,-0.078161531511556,0.419505328068046,-0.186318328473954,0.852195135075186,0.999606199905259,"down","RPS24","6229","10:78033760-78056813",1404.517456,1369.598511,1275.403564,606.247559,1659.74353,992.151245,573.345459,956.273438
"2388","ENSG00000138363",9.66285304887493,-0.791605264295503,0.682231764457993,-1.1603172199471,0.245919676054584,0.999606199905259,"down","ATIC","471","2:215311956-215349773",5.862533,27.195993,6.281318,16.440323,6.315871,8.492249,9.660506,2.83676
"2389","ENSG00000138376",15.7350879081229,-0.349142065508802,0.457570351528577,-0.763034720983222,0.445442689206046,0.999606199905259,"down","BARD1","580","2:214725646-214809683",24.082275,21.93512,10.451994,20.015448,15.733705,11.14762,10.977755,14.765343
"2390","ENSG00000138381",14.4254011448404,-0.395168427950316,0.664215636557214,-0.5949399655789,0.551883601301894,0.999606199905259,"down","ASNSD1","54529","2:189661385-189670831",23.872469,28.128136,12.056075,6.047014,18.076345,18.40173,3.381005,10.546691
"2391","ENSG00000138385",28.4534071167698,-0.157520530604366,0.438273877186495,-0.359411178269559,0.719287513591254,0.999606199905259,"down","SSB","6741","2:169791933-169812064",26.141611,26.749546,46.700073,24.486071,25.977983,31.904276,25.038771,20.304625
"2392","ENSG00000138386",20.2118847111086,0.089302542570957,0.491481522434116,0.181700712020009,0.855817607163653,0.999606199905259,"up","NAB1","4664","2:190646746-190692766",10.488275,27.55669,22.472898,24.827919,25.93062,32.257706,9.433558,16.190632
"2393","ENSG00000138398",14.3499208431641,0.087982825475095,0.501364699207801,0.175486677889599,0.860697237856313,0.999606199905259,"up","PPIG","9360","2:169584344-169641406",16.498049,8.091537,15.328296,20.357368,20.470955,17.828554,12.399684,8.330097
"2394","ENSG00000138413",11.6573414119963,0.511275304387505,0.772769764730674,0.661614011989321,0.508218625212209,0.999606199905259,"up","IDH1","3417","2:208236227-208302276",2.920783,16.724037,3.56345,20.279785,32.85783,13.105955,4.717408,5.747538
"2395","ENSG00000138430",24.3845309626549,-0.379692248739551,0.45192549071854,-0.840165594854714,0.400815545993265,0.999606199905259,"down","OLA1","29789","2:174072447-174248599",38.734413,33.920841,23.655529,20.306919,30.816633,26.407887,10.197803,16.933746
"2396","ENSG00000138433",21.1915391112215,0.129392635317177,0.526556215868402,0.24573375342988,0.805888341720887,0.999606199905259,"up","CIR1","9541","2:174348022-174395712",18.123987,18.984444,29.750669,17.219753,12.585887,30.1563,12.344889,28.586226
"2397","ENSG00000138434",41.9134653432672,0.0264817071116617,0.728347422552626,0.0363586199273579,0.970996408861164,0.999606199905259,"up","ITPRID2","6744","2:181891730-181930738",13.671468,27.478342,103.975594,18.808542,38.05455,72.541351,31.872808,22.97296
"2398","ENSG00000138468",19.7541266597627,0.33966910384966,0.438008217596379,0.775485687719817,0.438052719402871,0.999606199905259,"up","SENP7","57337","3:101324205-101513241",15.740069,19.619822,14.149631,25.616522,30.583319,30.148405,10.244565,16.576441
"2399","ENSG00000138592",15.151840697506,-0.081665290329062,0.45666319214981,-0.17883046352961,0.858070824410127,0.999606199905259,"down","USP8","9101","15:50403586-50514421",13.523676,14.466693,15.14111,24.478758,17.973728,14.293839,8.316061,17.473616
"2400","ENSG00000138593",29.3001961914042,-0.161194466703974,0.517403026489946,-0.31154527215953,0.755386131836066,0.999606199905259,"down","SECISBP2L","9728","15:48988476-49046447",33.67358,18.531479,46.066196,27.560823,22.748779,29.035324,14.274448,39.492958
"2401","ENSG00000138614",15.8072259492301,-0.00812975831916667,0.441808892077557,-0.0184010744576402,0.985318895295293,0.999606199905259,"down","INTS14","81556","15:65578753-65611289",11.099537,20.860941,17.705936,17.924839,17.384596,17.515703,9.387987,16.749519
"2402","ENSG00000138629",11.7846469962084,-0.106671419281617,0.527584483540639,-0.20218831790833,0.839769505492353,0.999606199905259,"down","UBL7","84993","15:74445977-74461182",17.459911,14.646621,10.644835,8.866556,16.987099,13.693092,4.929714,8.662091
"2403","ENSG00000138646",10.7305020267296,-0.23859845652697,0.583475939278288,-0.408925956436347,0.682593999860545,0.999606199905259,"down","HERC5","51191","4:88457119-88506163",7.091044,9.497221,16.852444,15.581048,10.647593,11.756499,10.64572,3.588755
"2404","ENSG00000138658",18.5126362809351,-0.383738693801569,0.574948495504611,-0.667431425252755,0.504496598464216,0.999606199905259,"down","ZGRF1","55345","4:112539333-112636995",10.683868,27.932438,19.968647,32.505615,25.83909,23.780005,10.695034,3.903103
"2405","ENSG00000138663",24.1079047784324,-0.40527517638024,0.48574333072387,-0.834340176686082,0.404089317913846,0.999606199905259,"down","COPS4","51138","4:83034447-83075818",38.290138,36.419041,25.736328,15.625201,31.48238,23.382969,9.472205,18.639473
"2406","ENSG00000138668",21.725651374017,0.0739262859971333,0.374439726785621,0.197431737897455,0.843489695125192,0.999606199905259,"up","HNRNPD","3184","4:82352498-82374503",17.567354,23.392214,23.938202,25.151402,22.343531,22.977362,21.824713,18.075428
"2407","ENSG00000138670",19.529462187792,0.567654514685604,0.626506910324437,0.906062655225374,0.36490269028423,0.999606199905259,"up","RASGEF1B","153020","4:81426393-82044244",15.144983,25.715755,18.457317,8.259891,52.810959,23.055391,9.563422,10.334667
"2408","ENSG00000138674",46.6668821039082,0.0491457506113194,0.282348748429631,0.174060451426325,0.861817953877052,0.999606199905259,"up","SEC31A","22872","4:82818509-82901166",43.340324,52.609474,47.051411,52.845482,56.244972,47.589725,42.844273,35.553741
"2409","ENSG00000138688",34.5938602234486,0.483162357431669,0.414195583437537,1.16650774839692,0.243409217663786,0.999606199905259,"up","KIAA1109","84162","4:122152333-122362758",22.790817,37.830795,23.807173,41.239876,70.516426,43.325882,20.957815,26.992331
"2410","ENSG00000138698",17.1361152354437,0.121546841733648,0.525489538055644,0.23130211532542,0.817080103449053,0.999606199905259,"up","RAP1GDS1","5910","4:98261384-98443861",11.545952,19.211859,16.903156,23.469379,17.395714,32.995968,5.509427,15.139835
"2411","ENSG00000138750",28.8628958587779,-0.21522332329381,0.404916858921223,-0.531524727982941,0.595055210276783,0.999606199905259,"down","NUP54","53371","4:76114659-76148444",32.738323,35.502964,38.722973,22.463125,34.724197,28.270634,16.289328,24.691885
"2412","ENSG00000138756",26.2572892237019,0.650474066727701,0.827520680519064,0.786051735069255,0.431837178698943,0.999606199905259,"up","BMP2K","55589","4:78776342-78916372",8.138368,28.272169,15.046693,39.53043,18.201477,18.522141,3.871134,76.786018
"2413","ENSG00000138757",24.0893368076951,0.27469564425276,0.393537970855372,0.698015603566022,0.485167435936232,0.999606199905259,"up","G3BP2","9908","4:75642782-75724525",19.510405,22.552713,26.542517,21.538326,22.422876,35.332451,24.444889,20.317234
"2414","ENSG00000138758",11.6824196261065,-0.208272982008581,0.490576427973409,-0.424547471367437,0.671166592468448,0.999606199905259,"down","11-Sep","55752","4:76949703-77084191",14.788777,16.227964,8.953166,14.156773,8.640626,15.624567,7.202454,9.500037
"2415","ENSG00000138760",15.641369398677,-0.56138252574459,0.551484024646249,-1.01794884467359,0.308702267329235,0.999606199905259,"down","SCARB2","950","4:76158737-76234536",22.851828,14.203558,21.21883,20.168249,6.450173,18.98287,7.175837,16.187429
"2416","ENSG00000138767",25.1588581467947,0.610913203423842,0.728600090792133,0.838475332551302,0.401763796008629,0.999606199905259,"up","CNOT6L","246175","4:77713387-77819615",17.182634,21.455559,28.434898,17.359869,14.894263,22.61344,6.128995,67.674767
"2417","ENSG00000138768",12.9852247336921,-0.274207989439135,0.50432959535415,-0.543707908409739,0.586642489449681,0.999606199905259,"down","USO1","8615","4:75724593-75814286",16.946812,20.433966,8.615173,15.826445,16.568539,16.507954,5.914672,7.30446
"2418","ENSG00000138772",18.330997641415,-0.752495930128476,0.803983884780269,-0.935958971782296,0.349294312348584,0.999606199905259,"down","ANXA3","306","4:78551747-78610451",58.717453,20.454964,9.874255,5.708557,20.567987,11.102098,17.362915,4.107013
"2419","ENSG00000138777",43.618783176407,0.0663125610921404,0.544113242849018,0.121872720364097,0.902999820546712,0.999606199905259,"up","PPA2","27068","4:105369077-105474067",47.724251,63.002773,39.517498,30.602802,92.5112,47.540192,12.1449,29.808764
"2420","ENSG00000138795",79.6823781684546,-0.924714333926362,0.816298508263132,-1.13281394559193,0.257292393829677,0.999606199905259,"down","LEF1","51176","4:108047545-108168956",178.386505,90.514381,20.205151,166.841522,26.089458,29.412449,14.427672,131.315872
"2421","ENSG00000138802",13.4369867165982,-0.0747705368754774,0.513949567848893,-0.145482244859988,0.884330133156283,0.999606199905259,"down","SEC24B","10427","4:109433772-109540896",15.282089,9.85225,20.140432,12.174411,13.322107,14.122259,7.588249,14.744658
"2422","ENSG00000138814",12.4913508612661,0.18694475349157,0.496221378122577,0.376736597280158,0.70636936265892,0.999606199905259,"up","PPP3CA","5530","4:101023409-101348278",9.844459,17.313793,13.135905,10.250831,16.975616,15.450917,5.70996,14.23175
"2423","ENSG00000138821",30.9511610011806,0.697232973438516,0.580976917663412,1.20010443141642,0.230098784735174,0.999606199905259,"up","SLC39A8","64116","4:102251041-102431258",23.124697,44.654469,20.356903,13.9088,25.651625,82.490837,18.0305,25.995417
"2424","ENSG00000138867",38.3785298376335,-0.616196346469509,0.530786592995483,-1.16091166318278,0.245677825270667,0.999606199905259,"down","GUCD1","83606","22:24540423-24555935",73.59127,39.76635,56.373646,19.691851,44.434982,20.578892,23.061413,28.964535
"2425","ENSG00000138964",35.415638352923,0.769896826062206,0.655346091504154,1.17479425916028,0.240077037464291,0.999606199905259,"up","PARVG","64098","22:44172956-44219533",5.160923,41.618626,13.777012,58.492588,40.701878,27.638069,56.541908,39.580963
"2426","ENSG00000139083",34.3896188378213,1.00497149862971,0.881825719728656,1.13964865862492,0.254432704730876,0.999606199905259,"up","ETV6","2120","12:11649854-11895402",2.18692,26.912205,7.915013,68.970657,20.673634,92.911095,48.072334,15.537362
"2427","ENSG00000139112",10.7850464032392,-0.689958137301992,0.962469205953371,-0.716862558338743,0.473458906617223,0.999606199905259,"down","GABARAPL1","23710","12:10212458-10223128",12.458767,4.387044,33.667107,1.12558,14.04986,5.484421,8.380836,4.945898
"2428","ENSG00000139131",9.66069639317316,-0.0763169163569673,0.516705746508869,-0.147698988975067,0.882580329566818,0.999606199905259,"down","YARS2","51067","12:32727490-32755902",10.178463,12.934175,11.225739,7.797101,10.838376,7.756859,7.224988,9.790345
"2429","ENSG00000139146",24.6592087423878,-0.486221585666835,0.495891240378798,-0.980500452670678,0.326839146296248,0.999606199905259,"down","SINHCAF","58516","12:31280422-31327058",46.765713,25.742485,29.831089,15.850932,20.985237,24.681925,20.440191,13.047999
"2430","ENSG00000139163",23.8837269692868,0.429599813108139,0.558547103404526,0.769138019854706,0.441811379926559,0.999606199905259,"up","ETNK1","55500","12:22625075-22690665",12.370214,35.927055,12.089741,30.942596,36.731068,46.408497,9.197917,18.773268
"2431","ENSG00000139168",9.64692450734194,0.0412497714573481,0.605256078740762,0.0681525934331274,0.945664164137606,0.999606199905259,"up","ZCRB1","85437","12:42312086-42326118",13.611336,10.83595,9.620152,5.230097,14.809622,13.048931,4.173203,6.925132
"2432","ENSG00000139218",58.9472146194448,-0.0108737550299339,0.390745324511249,-0.0278282409227416,0.977799141681874,0.999606199905259,"down","SCAF11","9169","12:45919131-45992120",48.123932,51.727295,88.654015,57.492863,52.173363,77.627426,44.8251,50.650352
"2433","ENSG00000139278",13.9027969074184,2.21007808104605,0.860332436862676,2.56886522738281,0.0102032130647663,0.80675047703446,"up","GLIPR1","11010","12:75480753-75503863",2.389239,9.953913,3.336199,6.860161,15.414587,26.31144,1.609838,44.397083
"2434","ENSG00000139318",53.5829815581606,1.34607915968343,0.675700238972796,1.99212473526686,0.046357373627514,0.999606199905259,"up","DUSP6","1848","12:89347235-89352501",35.971722,9.365467,36.953011,44.338524,72.151932,34.954918,33.094738,146.08136
"2435","ENSG00000139350",13.0541300763221,-0.229601777243009,0.52789604103161,-0.434937486544363,0.663607803811768,0.999606199905259,"down","NEDD1","121441","12:96907223-96953777",9.748837,19.751305,18.347811,12.20542,12.299667,17.562187,5.116518,12.315134
"2436","ENSG00000139354",11.4793483894428,-3.70364883432032,1.30161654943418,-2.84542236031826,0.00443525702719117,0.571554043695105,"down","GAS2L3","283431","12:100573683-100628288",1.20154,20.387049,59.542633,2.195675,0.467772,2.134656,1.682397,2.001726
"2437","ENSG00000139370",19.2656993755858,-0.804053615514812,0.699039361444738,-1.15022652494566,0.250050584022301,0.999606199905259,"down","SLC15A4","121260","12:128789517-128823958",59.863422,11.885345,16.52689,10.729923,22.630154,11.262704,8.777139,12.40801
"2438","ENSG00000139372",10.0714786824938,-0.556337890049127,0.591095712518372,-0.941197640698223,0.346603585569792,0.999606199905259,"down","TDG","6996","12:103965822-103988874",11.038309,24.413706,10.390031,7.226054,12.603594,7.385307,5.702104,6.018201
"2439","ENSG00000139436",27.2623270478382,0.0990226170928939,0.442538011391607,0.223760704264718,0.822943508121244,0.999606199905259,"up","GIT2","9815","12:109929802-109996389",22.112127,25.635998,25.071383,40.477879,19.951096,26.161421,38.785179,19.577265
"2440","ENSG00000139496",38.1663989818659,-0.0653236528810131,0.450547125186686,-0.144987392504049,0.884720825930851,0.999606199905259,"down","NUP58","9818","13:25301556-25349800",43.496483,32.171581,56.579918,28.850788,57.479885,39.590614,29.333828,20.983274
"2441","ENSG00000139505",11.9843003787963,-0.136406440592256,0.600945835616237,-0.226986248190536,0.820434435455071,0.999606199905259,"down","MTMR6","9107","13:25246201-25288009",15.550161,10.336732,19.837616,5.289673,13.111963,12.542419,7.572948,10.304535
"2442","ENSG00000139597",11.4781918329508,0.537764105161321,0.508967642782258,1.05657817896173,0.29070414366045,0.999606199905259,"up","N4BP2L1","90634","13:32400723-32428311",8.380008,6.900446,10.21472,14.80497,13.83994,13.029814,8.53662,16.022833
"2443","ENSG00000139613",23.0671928383168,0.530604828768447,0.624968427606687,0.849010614504791,0.395875385946522,0.999606199905259,"up","SMARCC2","6601","12:56162359-56189567",14.126401,19.472157,11.717777,37.66272,14.630563,19.647959,50.199577,13.503012
"2444","ENSG00000139620",42.7809284915559,0.364820619537119,0.416731841344141,0.875432552406878,0.381338594157217,0.999606199905259,"up","KANSL2","54934","12:48653401-48682238",55.52647,44.523827,33.783306,21.839407,41.828106,57.388401,38.117897,46.849209
"2445","ENSG00000139636",25.7282962460651,0.248763105233894,0.609416394442767,0.408198905546931,0.683127651610876,0.999606199905259,"up","LMBR1L","55716","12:49096551-49110900",18.478872,14.63202,40.902725,22.307873,12.433878,20.231485,33.867741,35.24815
"2446","ENSG00000139637",10.7255283759416,-0.500118352269145,0.542413880145005,-0.922023514839714,0.356516310199694,0.999606199905259,"down","C12orf10","60314","12:53299695-53307177",12.005744,21.253881,10.910675,9.945492,10.744,6.727141,11.164925,5.094439
"2447","ENSG00000139641",22.4711329526873,0.483721356950911,0.583962011157222,0.828343878041541,0.40747578014785,0.999606199905259,"up","ESYT1","23344","12:56118250-56144671",16.030025,32.281616,9.464208,26.343676,37.290703,14.883308,37.592552,9.774149
"2448","ENSG00000139644",72.5136440500914,0.446091273047147,0.604575799948479,0.737858301779797,0.460600560246885,0.999606199905259,"up","TMBIM6","7009","12:49707725-49764934",104.527061,48.935028,66.760139,31.172985,177.509842,63.033905,27.358391,71.443604
"2449","ENSG00000139668",14.8381642096024,0.860763377944659,0.50298487407766,1.71131066222035,0.0870237791269857,0.999606199905259,"up","WDFY2","115825","13:51584455-51767721",5.458872,11.209208,9.940492,20.372492,18.398773,23.596834,12.604085,19.40658
"2450","ENSG00000139684",64.7665815143349,-0.414701010065961,0.517245664435905,-0.801748643979884,0.422698371217537,0.999606199905259,"down","ESD","2098","13:46771256-46797161",94.528893,108.384041,66.637733,43.987827,77.945847,81.282524,14.711222,48.77533
"2451","ENSG00000139687",24.2450363688376,-0.258173367735282,0.611546113526022,-0.422165004445402,0.672904583165024,0.999606199905259,"down","RB1","5925","13:48303726-48599436",29.863329,42.963593,12.668753,30.387514,11.20765,48.465054,7.878957,20.10457
"2452","ENSG00000139697",9.884369568484,0.361841351153414,0.542378186227406,0.667138466003318,0.504683691790793,0.999606199905259,"up","SBNO1","55206","12:123289109-123364847",7.946051,10.595593,8.120708,9.560419,8.847466,11.69995,15.447022,6.142694
"2453","ENSG00000139722",20.6511083401073,-0.200048081339292,0.641507426657386,-0.311840631965331,0.755161642840219,0.999606199905259,"down","VPS37B","79720","12:122824991-122896127",30.663841,15.120414,32.6096,10.353991,10.750174,11.652006,18.74181,28.439199
"2454","ENSG00000139726",10.8852040035636,0.0303936377244747,0.500872421143702,0.0606813959831793,0.951612948227993,0.999606199905259,"up","DENR","8562","12:122752824-122771064",8.297877,12.544616,8.945052,17.242102,10.96866,15.587322,7.940991,8.21323
"2455","ENSG00000139737",22.830914221038,-0.245094778999949,0.843626400373913,-0.290525259630707,0.77141442930003,0.999606199905259,"down","SLAIN1","122060","13:77697687-77764242",46.331936,20.502607,18.89337,16.74016,7.259654,14.347606,3.156921,52.298889
"2456","ENSG00000139746",20.2974218527572,-0.0323462611631736,0.471226513186832,-0.0686427020933539,0.945274027652244,0.999606199905259,"down","RBM26","64062","13:79311824-79406477",14.234157,28.947149,12.893023,34.905312,19.905928,31.297293,10.911471,16.945387
"2457","ENSG00000139793",11.5791861327338,-0.1776731202644,0.651511932633266,-0.272708927288998,0.785076971751685,0.999606199905259,"down","MBNL2","10150","13:97221434-97394120",10.054478,9.733343,22.807735,7.468777,9.605657,14.857735,3.587785,13.270653
"2458","ENSG00000139826",9.66545668378787,-0.0518459412479103,0.636835030178678,-0.0814118865813079,0.935114396365839,0.999606199905259,"down","ABHD13","84945","13:108218392-108234243",16.002235,10.104364,10.045578,4.511668,10.326961,13.344872,2.861389,10.56211
"2459","ENSG00000139842",18.240105921038,-0.000892373765783198,0.42382532365251,-0.00210552252539503,0.99832003732584,0.999606199905259,"down","CUL4A","8451","13:113208193-113267108",12.551131,22.27351,20.33592,23.106455,16.033493,18.042677,21.431021,14.03815
"2460","ENSG00000139921",15.7605658179287,0.742934160709022,0.644780129424655,1.15222868510534,0.249227113166022,0.999606199905259,"up","TMX1","81542","14:51240162-51257655",7.73355,23.761663,8.985513,10.727445,32.817074,30.826595,4.128425,12.624317
"2461","ENSG00000140157",17.8151803235656,-0.490873108249364,0.541840419599815,-0.905936675251924,0.36496937087409,0.999606199905259,"down","NIPA2","81614","15:22760297-22868384",34.402534,19.579563,19.966738,13.221509,25.143045,16.823584,9.90534,7.4709
"2462","ENSG00000140199",31.5638776368758,0.379775680205467,0.723060320995031,0.525233744928561,0.599420709258072,0.999606199905259,"up","SLC12A6","9990","15:34229996-34338060",10.605173,12.881563,45.741207,45.271824,29.392408,75.654366,7.889953,30.39502
"2463","ENSG00000140262",42.5163379572601,-0.076976471017742,0.474259256858504,-0.162308842483401,0.871062651717532,0.999606199905259,"down","TCF12","6938","15:56918623-57299281",17.656395,64.708504,38.68454,69.999268,28.91086,42.160427,49.375393,35.384861
"2464","ENSG00000140264",167.386786677893,0.205521893930753,0.49384029604047,0.416170765283014,0.677285050533501,0.999606199905259,"up","SERF2","10169","15:43777087-43802589",255.069611,165.408615,111.566093,124.864334,364.347076,148.941574,74.30265,138.421646
